D-loss	G-loss	AUC	AP
0.200760	0.742397	0.650408	0.272759
0.200947	0.740569	0.649481	0.271816
0.201359	0.738537	0.648622	0.271019
0.198941	0.736528	0.647784	0.270151
0.203017	0.735042	0.647110	0.269577
0.198805	0.734071	0.646792	0.269412
0.207838	0.733964	0.645814	0.268468
0.188180	0.737140	0.645931	0.268660
0.224345	0.750466	0.644400	0.267215
0.171272	0.768805	0.645222	0.268027
0.206226	0.731771	0.644928	0.267697
0.204255	0.730723	0.643521	0.266291
0.187566	0.731794	0.643418	0.266120
0.202121	0.727263	0.642756	0.265398
0.197486	0.724703	0.641475	0.264328
0.195215	0.723965	0.641086	0.264024
0.205244	0.723424	0.640247	0.263306
0.197006	0.722140	0.639833	0.262953
0.203985	0.721032	0.638799	0.262172
0.198312	0.720422	0.638582	0.262062
0.203199	0.719429	0.637598	0.261224
0.197029	0.719053	0.637234	0.260979
0.205083	0.718766	0.636399	0.260350
0.194541	0.719099	0.636623	0.260445
0.208861	0.720712	0.635398	0.259580
0.184670	0.726820	0.636530	0.260393
0.220150	0.735795	0.634324	0.258586
0.173885	0.743974	0.636490	0.260435
0.207929	0.724635	0.634927	0.259198
0.187754	0.717814	0.634397	0.258683
0.193585	0.715347	0.633685	0.258023
0.196204	0.715168	0.633225	0.257713
0.192776	0.714683	0.633186	0.257702
0.197118	0.714013	0.632558	0.257343
0.192941	0.713304	0.632201	0.256936
0.196253	0.713015	0.631443	0.256393
0.192585	0.712562	0.631267	0.256333
0.198666	0.712766	0.630457	0.255745
0.190133	0.712199	0.630558	0.255816
0.197710	0.712337	0.630021	0.255567
0.187457	0.712923	0.630342	0.255760
0.199551	0.713603	0.628820	0.254610
1.516120	0.986729	0.527169	0.195017
1.400669	0.879397	0.450949	0.159679
1.336806	0.816306	0.432484	0.154627
1.314099	0.780271	0.436349	0.155830
1.316025	0.757905	0.468539	0.173407
1.328926	0.742701	0.561253	0.242000
1.345690	0.732824	0.589529	0.259628
1.361287	0.725259	0.552967	0.240064
1.372009	0.721294	0.517459	0.216838
1.381933	0.717056	0.526133	0.216976
1.389808	0.714065	0.518576	0.209856
1.394926	0.712010	0.510736	0.204953
1.393514	0.710228	0.497193	0.199889
1.394410	0.708520	0.510225	0.212632
1.393939	0.707608	0.538279	0.235575
1.393221	0.706256	0.592802	0.274447
1.391150	0.705516	0.578001	0.247132
1.390090	0.704893	0.581016	0.239401
1.385662	0.704201	0.592009	0.240013
1.384410	0.703270	0.597254	0.239366
1.383949	0.703202	0.591619	0.236079
1.379810	0.702516	0.578909	0.228742
1.379842	0.702196	0.567377	0.218432
1.378532	0.701595	0.548997	0.210639
1.375571	0.701405	0.529799	0.204438
1.373943	0.701041	0.532193	0.200742
1.374158	0.700486	0.518442	0.199945
1.367500	0.700220	0.524219	0.197667
1.367510	0.700121	0.455161	0.189785
1.361167	0.700132	0.527671	0.202399
1.365753	0.699901	0.337381	0.138946
1.351085	0.701326	0.555394	0.211671
1.374024	0.702493	0.362670	0.144437
1.341128	0.703185	0.539657	0.207867
1.352504	0.699195	0.466454	0.193601
1.346432	0.698654	0.382608	0.162189
1.344804	0.698729	0.517860	0.204015
1.349761	0.698394	0.391883	0.162451
1.344199	0.698555	0.543570	0.215535
1.349049	0.698223	0.376424	0.156883
1.337132	0.698320	0.537405	0.210388
1.344027	0.698036	0.323585	0.135797
1.334054	0.699184	0.562809	0.217690
1.352127	0.699335	0.391373	0.146373
1.328465	0.703882	0.571733	0.219048
1.365052	0.703970	0.394770	0.147045
1.320610	0.704559	0.564530	0.218716
1.332830	0.698015	0.470839	0.184848
1.322586	0.697471	0.434156	0.172884
1.325307	0.697524	0.574584	0.229586
1.334857	0.697154	0.445436	0.195443
1.328800	0.697666	0.592009	0.237711
1.341737	0.697519	0.442661	0.157666
1.324387	0.700166	0.584269	0.227461
1.355492	0.701445	0.428774	0.154598
1.319808	0.706231	0.581729	0.225481
1.349056	0.702242	0.434345	0.157604
1.309732	0.701545	0.586061	0.232691
1.323938	0.696841	0.582266	0.243059
1.319375	0.697050	0.582734	0.237637
1.326137	0.696576	0.578486	0.233467
1.333135	0.696472	0.446747	0.208518
1.332165	0.696947	0.576848	0.228238
1.345121	0.697037	0.419183	0.152517
1.324876	0.698891	0.576071	0.222965
1.353512	0.700470	0.418104	0.152092
1.315544	0.706939	0.574691	0.220888
1.356202	0.704332	0.415573	0.151507
1.307018	0.706215	0.572450	0.220925
1.337269	0.698691	0.347820	0.139750
1.302981	0.699110	0.571729	0.222232
1.321775	0.696445	0.526339	0.216304
1.317682	0.696903	0.573753	0.224710
1.329795	0.696145	0.361680	0.156305
1.328342	0.696892	0.572368	0.223346
1.324278	1.093952	0.735140	0.247003
1.243889	0.963048	0.721784	0.238829
1.229817	0.874954	0.720653	0.240277
1.251660	0.821040	0.740900	0.255303
1.275796	0.785768	0.778688	0.290580
1.306906	0.762701	0.772147	0.295594
1.346389	0.748238	0.643770	0.220995
1.369009	0.737832	0.513034	0.156127
1.373756	0.730023	0.409175	0.117643
1.375443	0.724966	0.308103	0.096077
1.373119	0.720544	0.287906	0.091925
1.370000	0.717280	0.359494	0.099943
1.371090	0.714634	0.322658	0.095180
1.368917	0.712942	0.273961	0.091127
1.371003	0.711114	0.247373	0.086614
1.372798	0.709756	0.228421	0.082862
1.376161	0.708439	0.235093	0.083894
1.378101	0.707629	0.249248	0.083139
1.375142	0.706919	0.243449	0.082580
1.384182	0.706207	0.256051	0.083722
1.372872	0.705368	0.221326	0.080797
1.380157	0.704785	0.269232	0.084964
1.360711	0.706074	0.288703	0.098835
1.390870	0.706726	0.288694	0.087005
1.352589	0.709195	0.321254	0.102730
1.377044	0.704799	0.234324	0.081877
1.352997	0.702899	0.229841	0.082980
1.354143	0.702349	0.216727	0.082212
1.363429	0.701835	0.242604	0.084083
1.354913	0.701887	0.225702	0.083272
1.364416	0.701352	0.239721	0.083871
1.353542	0.701249	0.230181	0.083822
1.358941	0.700681	0.244763	0.084273
1.348690	0.700844	0.221355	0.083253
1.357279	0.700693	0.260010	0.085335
1.343814	0.701186	0.385087	0.106140
1.360256	0.701431	0.302819	0.088639
1.333025	0.704525	0.532474	0.137733
1.369276	0.705028	0.316691	0.090322
1.326644	0.708024	0.529603	0.136823
1.348452	0.702024	0.272604	0.085631
1.323619	0.701133	0.314480	0.091681
1.330230	0.698793	0.303730	0.090235
1.330805	0.698787	0.296816	0.087924
1.331793	0.699041	0.425804	0.106439
1.341305	0.698793	0.313770	0.090020
1.328233	0.700143	0.558928	0.143520
1.353567	0.701051	0.345429	0.093835
1.321834	0.706689	0.597496	0.163167
1.365311	0.708139	0.350340	0.094492
1.314036	0.711116	0.585989	0.158690
1.333579	0.701192	0.310122	0.089495
1.309355	0.700042	0.277398	0.086381
1.319216	0.697868	0.270977	0.085699
1.328211	0.697817	0.316057	0.090239
1.326824	0.698562	0.274019	0.086671
1.341091	0.698361	0.335536	0.092637
1.328241	0.699562	0.502193	0.128705
1.349219	0.699540	0.347143	0.094090
1.321341	0.703061	0.588904	0.158942
1.359011	0.704757	0.355100	0.095306
1.317027	0.713495	0.602237	0.163649
1.355997	0.708041	0.350737	0.094564
1.304414	0.707676	0.525183	0.137810
1.323108	0.698292	0.303216	0.088676
1.308323	0.698268	0.268188	0.085592
1.318228	0.697422	0.247289	0.083626
1.330085	0.697381	0.301712	0.089263
1.329852	0.697883	0.333025	0.102547
1.344765	0.698091	0.314915	0.090123
1.323436	0.700930	0.577355	0.152218
1.366630	0.705733	0.346214	0.093958
1.322589	0.722663	0.604080	0.163254
1.391637	0.721625	0.338511	0.092991
1.304709	0.716610	0.531978	0.136343
1.475600	1.050364	0.631156	0.309826
1.379040	0.928302	0.639660	0.315234
1.319618	0.855208	0.650692	0.322127
1.298949	0.808028	0.658764	0.326739
1.307382	0.778950	0.663002	0.330765
1.325878	0.759954	0.663952	0.333671
1.345561	0.745533	0.664007	0.337497
1.364679	0.736712	0.663058	0.340363
1.377662	0.729447	0.655376	0.333938
1.387725	0.724578	0.644696	0.322501
1.389007	0.720991	0.631593	0.310858
1.384570	0.718069	0.618814	0.297809
1.381496	0.715759	0.604750	0.284547
1.379478	0.713632	0.589955	0.270056
1.378723	0.711813	0.580619	0.258024
1.376345	0.710648	0.573589	0.249520
1.373387	0.709337	0.577405	0.248174
1.370337	0.708370	0.583032	0.249527
1.369275	0.707486	0.583979	0.251869
1.363656	0.706647	0.590236	0.254789
1.361904	0.705762	0.599853	0.262351
1.357844	0.705307	0.602318	0.262703
1.353300	0.704673	0.608457	0.266208
1.350258	0.704082	0.619475	0.273004
1.347394	0.703651	0.624578	0.275743
1.347602	0.703257	0.634051	0.283180
1.340291	0.703316	0.621615	0.274090
1.351517	0.703338	0.640437	0.285129
1.332252	0.705184	0.619063	0.273340
1.354867	0.703874	0.643153	0.290396
1.330295	0.702702	0.624867	0.281432
1.333690	0.701240	0.629296	0.285714
1.332978	0.701103	0.636054	0.290154
1.327758	0.700885	0.631433	0.288000
1.334038	0.700753	0.669181	0.312325
1.324619	0.701043	0.639147	0.294249
1.338514	0.700838	0.597294	0.248406
1.318528	0.702233	0.640015	0.295758
1.342927	0.703569	0.475459	0.178682
1.312059	0.707574	0.642061	0.298307
1.339677	0.703776	0.742051	0.382307
1.307236	0.701310	0.701466	0.354957
1.313733	0.699325	0.695079	0.347935
1.315217	0.699168	0.784038	0.415703
1.312053	0.699996	0.685100	0.337167
1.327017	0.699516	0.674286	0.316194
1.311621	0.700762	0.666990	0.320475
1.335884	0.701072	0.544038	0.203706
1.308432	0.703822	0.649357	0.301651
1.336897	0.703235	0.532538	0.199338
1.303252	0.705104	0.654925	0.306747
1.325359	0.700895	0.769790	0.393776
1.301934	0.701108	0.672842	0.327199
1.316173	0.698477	0.789357	0.411743
1.306858	0.699265	0.675522	0.322889
1.323291	0.698662	0.783415	0.412664
1.309812	0.699999	0.662693	0.314218
1.332226	0.700341	0.552747	0.209769
1.304518	0.704267	0.646465	0.296288
1.339794	0.703900	0.548521	0.218183
1.298796	0.706174	0.654886	0.304458
1.322450	0.700160	0.799109	0.424884
1.299468	0.699944	0.679920	0.326652
1.310885	0.697595	0.747496	0.373222
1.308132	0.697971	0.695582	0.332754
1.319140	0.697397	0.770656	0.395676
1.313861	0.697868	0.679949	0.323214
1.328788	0.697912	0.784914	0.392751
1.309671	0.699584	0.653906	0.300962
1.339047	0.701445	0.483696	0.181744
1.304423	0.709745	0.634696	0.280848
1.358695	0.710751	0.509822	0.200158
1.293702	0.710311	0.651618	0.297303
1.320137	0.699178	0.744314	0.368145
1.293676	0.698353	0.692411	0.325472
1.434639	0.972980	0.554094	0.084055
1.427022	0.880093	0.633025	0.100035
1.409545	0.820095	0.683770	0.110418
1.393318	0.783049	0.700425	0.113535
1.386772	0.758392	0.697287	0.113068
1.388323	0.741970	0.684184	0.109957
1.388862	0.731581	0.646761	0.100963
1.393833	0.724237	0.599542	0.090575
1.394152	0.719385	0.570090	0.083266
1.396304	0.715272	0.545264	0.076382
1.394823	0.712960	0.542013	0.072421
1.392517	0.711004	0.545741	0.072504
1.390980	0.709094	0.544152	0.071314
1.389816	0.707719	0.549620	0.071535
1.388760	0.706661	0.550231	0.071548
1.386003	0.705910	0.559268	0.072869
1.385080	0.704781	0.566153	0.073915
1.382183	0.704040	0.569022	0.074546
1.381322	0.703446	0.570289	0.074617
1.380959	0.702869	0.575852	0.076264
1.379369	0.702710	0.579693	0.078584
1.378664	0.702107	0.581049	0.080959
1.376853	0.701666	0.575388	0.078174
1.372056	0.701352	0.577129	0.082101
1.378448	0.700966	0.572327	0.080930
1.372846	0.700593	0.570743	0.083487
1.373309	0.700448	0.559886	0.080484
1.368004	0.700234	0.570432	0.088637
1.370719	0.699852	0.478354	0.072547
1.362152	0.700051	0.573045	0.089078
1.374183	0.700223	0.278061	0.042856
1.351304	0.701774	0.580610	0.088069
1.375146	0.702095	0.275313	0.042771
1.345931	0.701815	0.567116	0.089492
1.361016	0.699141	0.507093	0.096341
1.352369	0.698669	0.520241	0.121752
1.353219	0.698302	0.561991	0.113974
1.353793	0.698328	0.508136	0.083656
1.349941	0.698443	0.590346	0.125605
1.353283	0.698321	0.504468	0.073573
1.340673	0.698585	0.618647	0.113996
1.354101	0.698963	0.455857	0.057064
1.335683	0.702170	0.625246	0.103844
1.366669	0.703662	0.466817	0.058277
1.331513	0.703996	0.632204	0.113428
1.344217	0.698544	0.642803	0.164157
1.332245	0.697382	0.653635	0.163489
1.332268	0.697453	0.645396	0.132385
1.339292	0.697333	0.677305	0.149347
1.330877	0.697757	0.639035	0.112103
1.340097	0.697529	0.670023	0.126758
1.326502	0.699535	0.626799	0.100446
1.353626	0.701319	0.413398	0.052612
1.326054	0.710374	0.623779	0.097986
1.371329	0.709939	0.495289	0.065861
1.314583	0.705399	0.627353	0.101931
1.325829	0.696894	0.632432	0.110928
1.321093	0.696605	0.646026	0.152440
1.319449	0.698003	0.631275	0.105079
1.335258	0.697100	0.664843	0.160017
1.325201	0.698689	0.628367	0.102428
1.346955	0.698603	0.645550	0.126517
1.323519	0.702103	0.623607	0.098333
1.360286	0.703515	0.402818	0.051460
1.322524	0.709865	0.621480	0.097018
1.357926	0.704959	0.590391	0.092358
1.312575	0.704260	0.622534	0.099227
1.328683	0.696919	0.628881	0.131325
1.321013	0.697081	0.623127	0.112853
1.329514	0.696254	0.619893	0.111773
1.335243	0.696160	0.621451	0.126711
1.335075	0.696373	0.614421	0.103048
1.345633	0.696354	0.595858	0.103211
1.332856	0.697311	0.614255	0.096462
1.354401	0.698207	0.385526	0.049945
1.438948	1.098560	0.387297	0.150110
1.404996	0.963481	0.376032	0.151526
1.383053	0.874994	0.355782	0.136820
1.371757	0.818451	0.342657	0.134003
1.366521	0.785972	0.326454	0.130884
1.358914	0.762327	0.301711	0.127495
1.353291	0.747821	0.317248	0.131385
1.350961	0.737906	0.342016	0.137483
1.352615	0.730170	0.343675	0.138300
1.359181	0.725677	0.287131	0.126465
1.363725	0.721576	0.295063	0.126417
1.369744	0.717936	0.288432	0.125583
1.371413	0.715938	0.282382	0.124778
1.371511	0.713739	0.271178	0.124078
1.372491	0.712294	0.285955	0.128179
1.370097	0.711068	0.422581	0.168285
1.364953	0.709594	0.524635	0.200921
1.362554	0.708370	0.585781	0.225777
1.358871	0.707857	0.614091	0.243086
1.354517	0.706675	0.632916	0.259621
1.353222	0.706304	0.640748	0.266913
1.351634	0.705617	0.645562	0.272217
1.349420	0.704853	0.647223	0.274472
1.344311	0.704550	0.648380	0.278464
1.341258	0.704062	0.651062	0.280174
1.344088	0.703574	0.653609	0.284253
1.336675	0.703531	0.645060	0.273139
1.340927	0.702909	0.622547	0.256014
1.332256	0.703586	0.626596	0.258196
1.355784	0.705251	0.443452	0.161411
1.319610	0.708473	0.621217	0.252684
1.346084	0.704645	0.598629	0.231048
1.318519	0.702944	0.606304	0.236431
1.323194	0.701194	0.598756	0.236397
1.331950	0.701022	0.449923	0.165975
1.324399	0.701652	0.588101	0.233644
1.335544	0.701440	0.288405	0.125834
1.314318	0.703619	0.588459	0.231292
1.341144	0.703912	0.301631	0.126943
1.305861	0.707637	0.585596	0.230012
1.337523	0.704387	0.288959	0.126444
1.300293	0.703551	0.563717	0.219979
1.315629	0.699801	0.495665	0.196998
1.309634	0.699759	0.528981	0.211393
1.317477	0.699493	0.509354	0.200431
1.314422	0.699319	0.506907	0.206921
1.317192	0.699312	0.537432	0.215607
1.316569	0.699020	0.517913	0.212357
1.309683	0.699116	0.553953	0.219449
1.313795	0.698941	0.311875	0.134163
1.301171	0.700815	0.570300	0.223921
1.342884	0.704840	0.354966	0.136134
1.303507	0.722886	0.578384	0.224258
1.379906	0.721772	0.285850	0.127021
1.282424	0.702840	0.368510	0.181513
1.281350	0.701953	0.553773	0.211478
1.315438	0.700002	0.256291	0.123045
1.296775	0.701554	0.507745	0.198030
1.315781	0.698345	0.427382	0.184617
1.319022	0.698295	0.395027	0.177919
1.319332	0.698241	0.435632	0.182227
1.322308	0.698137	0.325587	0.159879
1.313925	0.698259	0.465954	0.183438
1.317897	0.698086	0.241912	0.119671
1.306252	0.699243	0.511216	0.191537
1.331819	0.699803	0.250581	0.119498
1.300677	0.704835	0.542777	0.202002
1.351977	0.707663	0.301955	0.126945
1.292305	0.713294	0.535746	0.199398
1.335950	0.705093	0.229038	0.117018
1.284885	0.702367	0.470184	0.181313
1.302168	0.697478	0.444563	0.175545
1.308333	0.697636	0.337030	0.147772
1.309965	0.697990	0.473070	0.180544
1.324919	0.697799	0.250783	0.122055
0.781315	1.035418	0.627273	0.275638
0.701501	0.932682	0.638255	0.277730
0.626880	0.872517	0.633466	0.275532
0.563073	0.834433	0.630160	0.273783
0.507545	0.812567	0.628693	0.273060
0.464376	0.803193	0.633129	0.274342
0.427341	0.796938	0.634828	0.274531
0.396348	0.795825	0.635556	0.274977
0.369236	0.795900	0.636780	0.275879
0.346802	0.796344	0.637802	0.276645
0.325393	0.796520	0.637478	0.276482
0.309410	0.795664	0.636667	0.276164
0.295475	0.796005	0.636589	0.275836
0.281756	0.794139	0.635721	0.274999
0.269888	0.792865	0.635107	0.274586
0.260685	0.791501	0.633957	0.273710
0.252193	0.789808	0.633587	0.273419
0.245038	0.788576	0.633142	0.273092
0.238225	0.785741	0.633114	0.272953
0.231923	0.783780	0.632677	0.272419
0.226918	0.780666	0.631280	0.271185
0.215999	0.778716	0.629957	0.269893
0.232501	0.782728	0.628949	0.268973
0.190953	0.799054	0.628547	0.268114
0.223219	0.773148	0.627698	0.266337
0.211395	0.764143	0.626881	0.265266
0.200495	0.762601	0.625144	0.263021
0.215160	0.756796	0.623964	0.262407
0.206965	0.752772	0.622919	0.261693
0.211363	0.748838	0.622617	0.261417
0.208881	0.746832	0.622233	0.261148
0.210867	0.744524	0.621590	0.260635
0.209194	0.742053	0.620865	0.260107
0.207974	0.740184	0.620055	0.259389
0.211645	0.738904	0.619418	0.258811
0.210514	0.736643	0.619033	0.258368
0.208105	0.735516	0.618298	0.257729
0.211832	0.733548	0.617700	0.257273
0.206062	0.732534	0.617130	0.256732
0.218000	0.732948	0.616301	0.256119
0.192811	0.739291	0.616481	0.255930
0.239334	0.759748	0.615421	0.255256
0.173087	0.779799	0.616551	0.255680
0.204703	0.729846	0.616735	0.255777
0.216657	0.736587	0.615841	0.255391
0.188267	0.736277	0.616120	0.255468
0.205660	0.726703	0.615719	0.255134
0.205694	0.725642	0.615206	0.254801
0.197728	0.725063	0.615138	0.254708
0.206293	0.722963	0.614622	0.254404
0.203896	0.721607	0.614451	0.254330
0.204271	0.720746	0.613823	0.253789
0.207390	0.720414	0.613280	0.253368
0.202531	0.719850	0.612930	0.252956
0.207060	0.719290	0.612411	0.252511
0.201927	0.718940	0.612282	0.252383
0.207240	0.718373	0.611583	0.251760
0.200162	0.718044	0.611409	0.251593
0.208773	0.718145	0.610884	0.251248
0.196770	0.718194	0.610945	0.251120
0.212673	0.720356	0.609911	0.250296
0.188092	0.725856	0.610825	0.250856
0.221549	0.735541	0.609371	0.249746
0.174491	0.749450	0.610628	0.250477
0.209937	0.727818	0.603246	0.244332
0.182573	0.722862	0.603205	0.244192
0.199588	0.716204	0.602324	0.243481
0.194391	0.714303	0.602074	0.243246
0.198260	0.713875	0.601922	0.243119
0.196016	0.713377	0.601732	0.242892
0.195487	0.712946	0.601313	0.242476
0.196604	0.712238	0.601010	0.242120
0.195408	0.711975	0.600770	0.241843
0.196603	0.711726	0.600113	0.241246
0.194417	0.711303	0.599817	0.240802
0.584000	0.958976	0.673112	0.208382
0.521024	0.886497	0.675624	0.209817
0.470102	0.852713	0.678087	0.211533
0.428350	0.834807	0.680128	0.212924
0.393638	0.830044	0.681238	0.213737
0.365120	0.826856	0.682238	0.214768
0.338324	0.823689	0.682287	0.214829
0.314680	0.818419	0.681605	0.214396
0.296875	0.814147	0.680954	0.214072
0.282223	0.810312	0.680555	0.214110
0.266647	0.805744	0.679971	0.213759
0.255700	0.802401	0.679681	0.213643
0.247408	0.800076	0.679224	0.213492
0.238141	0.796418	0.679201	0.213246
0.229369	0.792033	0.678916	0.213007
0.226174	0.789710	0.678835	0.212980
0.212151	0.787578	0.678433	0.212737
0.226612	0.790696	0.677170	0.211883
0.192323	0.794839	0.676780	0.211637
0.211927	0.780271	0.675621	0.210779
0.205956	0.775587	0.674888	0.210174
0.195364	0.772071	0.674817	0.209979
0.201631	0.767322	0.674590	0.209633
0.196473	0.763173	0.674257	0.209141
0.197607	0.759441	0.673893	0.208607
0.197117	0.755171	0.672976	0.207899
0.196288	0.750740	0.672414	0.207504
0.197437	0.747226	0.671017	0.206445
0.197223	0.744061	0.670743	0.206220
0.197318	0.741200	0.669912	0.205540
0.198442	0.738474	0.668994	0.204803
0.197971	0.736154	0.667404	0.203698
0.203118	0.734281	0.665859	0.202637
0.192439	0.734073	0.666735	0.203187
0.217112	0.745487	0.663334	0.200857
0.165949	0.784578	0.667552	0.203733
0.207721	0.743735	0.665850	0.202569
0.185754	0.732670	0.663905	0.201325
0.185934	0.730459	0.663707	0.201191
0.198620	0.729310	0.662261	0.200170
0.189538	0.727146	0.662574	0.200297
0.196158	0.726025	0.662026	0.199909
0.192126	0.724345	0.661646	0.199745
0.191496	0.723177	0.661701	0.199711
0.193594	0.722645	0.660843	0.199049
0.191305	0.721571	0.660611	0.198961
0.192253	0.720949	0.659971	0.198569
0.191685	0.720260	0.659722	0.198425
0.190183	0.719624	0.659382	0.198197
0.191552	0.719131	0.659043	0.198009
0.187754	0.718458	0.658622	0.197677
0.191987	0.718225	0.658008	0.197408
0.184119	0.718158	0.658618	0.197698
0.198251	0.721664	0.657489	0.197291
0.171881	0.730745	0.659545	0.198159
0.211342	0.747339	0.656908	0.197062
0.157578	0.768109	0.659654	0.198267
0.177768	0.718908	0.658998	0.197888
0.187859	0.723950	0.656969	0.197080
0.164377	0.730565	0.658130	0.197554
0.187053	0.718482	0.657013	0.196985
0.177245	0.715496	0.656737	0.196845
0.176414	0.714938	0.656699	0.196828
0.183892	0.714965	0.656200	0.196526
0.176875	0.713835	0.656265	0.196524
0.181845	0.713056	0.655656	0.196217
0.179871	0.712556	0.655442	0.195979
0.181475	0.711989	0.655162	0.195816
0.180136	0.711668	0.655025	0.195610
0.180709	0.711492	0.654833	0.195515
0.179875	0.711057	0.654531	0.195303
0.178988	0.710737	0.654470	0.195239
0.178631	0.710428	0.653715	0.194682
0.178656	0.710317	0.653656	0.194610
0.179056	0.710063	0.653472	0.194536
0.761344	1.022477	0.712354	0.367638
0.671079	0.913125	0.713142	0.358369
0.590810	0.852802	0.709086	0.362074
0.524253	0.822047	0.705995	0.358112
0.469132	0.804920	0.702284	0.353511
0.420942	0.797810	0.698426	0.348442
0.380129	0.795175	0.692738	0.343867
0.344857	0.793901	0.687511	0.339565
0.312949	0.792207	0.682785	0.335585
0.289024	0.790669	0.679041	0.332658
0.269625	0.787985	0.676453	0.330849
0.254321	0.785284	0.673822	0.328672
0.243618	0.783781	0.672369	0.327585
0.233221	0.780439	0.671347	0.327037
0.223891	0.778269	0.670292	0.326077
0.221618	0.775719	0.668547	0.324287
0.207622	0.774452	0.667147	0.322943
0.219173	0.773789	0.665874	0.321955
0.193208	0.774065	0.664350	0.320593
0.210429	0.767701	0.663630	0.319973
0.197079	0.761730	0.662855	0.319103
0.196504	0.758847	0.662337	0.318358
0.203205	0.757121	0.661929	0.318041
0.191021	0.755096	0.661234	0.317290
0.203449	0.752241	0.660519	0.316631
0.191480	0.749022	0.659856	0.315923
0.201636	0.747297	0.659141	0.315297
0.190361	0.745405	0.658826	0.315102
0.202724	0.743584	0.658283	0.314559
0.188494	0.743679	0.657895	0.314210
0.208346	0.742440	0.656883	0.313249
0.182035	0.746288	0.656692	0.313117
0.214928	0.745058	0.656463	0.312945
0.182549	0.742688	0.655979	0.312429
0.203797	0.734240	0.655969	0.312332
0.197991	0.732032	0.655946	0.312268
0.194090	0.730817	0.655381	0.311580
0.204192	0.729806	0.654960	0.311099
0.192665	0.729319	0.654654	0.310645
0.204282	0.727639	0.654455	0.310319
0.193542	0.727282	0.654397	0.310389
0.206397	0.726893	0.653975	0.309805
0.188952	0.727759	0.653548	0.309093
0.211932	0.729331	0.652392	0.307719
0.182200	0.734664	0.652640	0.307917
0.214220	0.732483	0.651663	0.306654
0.179764	0.732172	0.651596	0.306528
0.204714	0.725053	0.651105	0.305901
0.186157	0.723404	0.651208	0.306099
0.202615	0.721411	0.650871	0.305756
0.190948	0.720126	0.650855	0.305668
0.200039	0.718695	0.650359	0.305125
0.192560	0.717735	0.650078	0.304726
0.199896	0.716986	0.649891	0.304655
0.194339	0.716353	0.649341	0.304012
0.197380	0.715438	0.648751	0.303524
0.195118	0.714568	0.647997	0.302574
0.197213	0.714155	0.646937	0.301581
0.197149	0.713281	0.645517	0.299867
0.195564	0.713264	0.644096	0.298585
0.207604	0.714415	0.643140	0.297982
0.184280	0.724050	0.646039	0.299854
0.235424	0.792010	0.643489	0.298433
0.151002	0.834489	0.647965	0.301356
0.179182	0.716173	0.648131	0.301460
0.187348	0.725147	0.645305	0.299338
0.151323	0.759944	0.646128	0.299928
0.204868	0.742322	0.644165	0.298804
0.167581	0.726137	0.644429	0.298651
0.180543	0.714838	0.644539	0.298656
0.181924	0.714795	0.643903	0.298491
0.173796	0.714226	0.643663	0.298278
0.181159	0.711915	0.643109	0.297627
0.182604	0.711141	0.642574	0.297346
0.181411	0.710081	0.642056	0.297060
0.652786	1.049993	0.637722	0.102033
0.579264	0.953002	0.643712	0.104550
0.517872	0.891138	0.648788	0.106574
0.468137	0.853534	0.649955	0.107333
0.427144	0.831854	0.651765	0.108496
0.394708	0.820075	0.652631	0.108871
0.367719	0.812050	0.652980	0.109284
0.344359	0.808655	0.654162	0.109972
0.324906	0.805242	0.654406	0.110099
0.307838	0.801863	0.655137	0.110236
0.293627	0.799391	0.655088	0.110306
0.279427	0.796220	0.654648	0.110237
0.268462	0.793446	0.653786	0.109921
0.258201	0.788870	0.652887	0.109587
0.249897	0.784953	0.652778	0.109605
0.241662	0.780128	0.652766	0.109569
0.239300	0.776814	0.651882	0.109344
0.231450	0.771683	0.651258	0.109220
0.231290	0.768854	0.651141	0.109190
0.222219	0.766617	0.651137	0.109242
0.232332	0.764996	0.650741	0.109072
0.207916	0.767255	0.650458	0.108959
0.229483	0.759893	0.649840	0.108742
0.214867	0.754055	0.649168	0.108478
0.215247	0.750857	0.648491	0.108288
0.220094	0.748545	0.647564	0.107840
0.212429	0.746045	0.647437	0.107822
0.216620	0.743322	0.646598	0.107474
0.212931	0.741772	0.646231	0.107353
0.215093	0.739963	0.646065	0.107233
0.213006	0.737998	0.645933	0.107122
0.213254	0.736263	0.645830	0.107064
0.212286	0.734858	0.645513	0.106955
0.216308	0.733631	0.644645	0.106458
0.206599	0.732320	0.644573	0.106454
0.221454	0.733697	0.643226	0.105853
0.195924	0.738383	0.644057	0.106200
0.228146	0.741179	0.643043	0.105735
0.191627	0.740493	0.643321	0.105839
0.210009	0.728812	0.643100	0.105738
0.210811	0.727566	0.642887	0.105769
0.199613	0.727375	0.643059	0.105790
0.210439	0.725385	0.642939	0.105813
0.203680	0.723831	0.642771	0.105684
0.204333	0.723041	0.642642	0.105544
0.207247	0.722484	0.642549	0.105459
0.203452	0.721600	0.642370	0.105393
0.205133	0.720518	0.642057	0.105257
0.203537	0.720226	0.641983	0.105220
0.203400	0.719384	0.641839	0.105177
0.202714	0.719117	0.641256	0.104941
0.203723	0.718340	0.640379	0.104602
0.200509	0.717871	0.640371	0.104585
0.206989	0.718371	0.639082	0.104138
0.192180	0.721541	0.639809	0.104378
0.219419	0.731000	0.638296	0.103979
0.176548	0.750492	0.640751	0.104670
